pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
10.677,29.54,0.0,167.775,0.031,1.0,10.0,500.0,29.776,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.031,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,193.0,167.775,126.5,15.385,16.451,10.677,10.141,6.006,8.656,12.808,2.712,16.451,6.006,0.0,0.0,0.0,0.0,43.551,29.54,29.256,19.872,26.927,32.002,5.163,35.506,19.872,0.5,29.776,29.584,29.068,30.336,0.766,31.354,28.905
12.388,31.448,0.0,164.35,0.031,1.0,10.0,500.0,27.611,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.031,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,196.0,164.35,135.0,17.887,19.444,12.388,12.693,7.406,10.947,13.068,2.687,16.077,8.484,0.0,0.0,0.0,0.0,40.131,31.448,31.548,23.431,29.518,33.045,4.35,37.647,24.291,0.55,27.611,27.703,27.009,28.376,1.087,29.546,25.929
20.377,38.946,0.0,168.062,0.031,1.0,10.0,500.0,23.666,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.031,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,194.5,168.062,136.75,13.967,26.549,20.377,20.262,12.256,18.938,21.889,3.132,24.565,16.105,0.0,0.0,0.0,0.0,47.775,38.946,38.533,29.008,37.774,40.142,3.78,43.599,36.781,0.6,23.666,23.589,22.971,24.697,1.15,25.451,21.254
23.332,41.644,0.0,174.975,0.031,1.0,10.0,500.0,21.842,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.031,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,196.5,174.975,150.75,11.12,33.751,23.332,22.66,18.973,21.747,25.265,3.209,26.313,18.973,0.0,0.0,0.0,0.0,49.849,41.644,41.301,36.663,39.31,43.412,3.285,48.025,36.663,0.65,21.842,21.652,20.858,22.384,1.081,24.327,20.287
30.297,44.615,0.0,174.515,0.032,1.0,10.0,500.0,17.995,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.032,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,197.75,174.515,149.5,13.794,38.916,30.297,30.502,21.052,26.27,34.167,5.176,38.916,21.052,0.0,0.0,0.0,0.0,53.573,44.615,45.908,35.716,40.593,48.117,5.022,53.573,35.716,0.7,17.995,18.15,17.226,18.707,0.862,19.448,16.466
35.011,44.292,0.0,167.862,0.031,1.0,10.0,500.0,15.529,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.031,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,193.0,167.862,126.5,16.257,48.198,35.011,35.79,22.569,27.368,38.533,7.078,48.198,22.569,0.0,0.0,0.0,0.0,56.535,44.292,44.133,35.425,40.192,47.908,5.652,56.535,35.425,0.75,15.529,15.543,14.993,15.989,0.665,16.67,14.369
42.915,46.145,0.0,168.3,0.032,1.0,10.0,500.0,11.953,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.032,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,190.75,168.3,127.5,16.751,53.938,42.915,42.849,33.978,37.216,48.097,6.129,53.938,33.978,0.0,0.0,0.0,0.0,58.19,46.145,46.395,38.016,42.142,48.93,4.899,58.19,38.016,0.8,11.953,12.169,11.459,12.464,0.833,13.351,10.219
48.12,47.542,0.0,168.346,0.032,1.0,10.0,500.0,9.341,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.032,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,198.25,168.346,141.5,16.518,59.697,48.12,48.964,34.367,44.09,52.888,5.871,59.697,34.367,0.0,0.0,0.0,0.0,52.693,47.542,47.973,38.997,44.464,50.353,3.894,52.693,38.997,0.85,9.341,9.299,9.089,9.649,0.732,10.401,8.893
52.838,42.361,0.025,149.933,0.032,1.0,10.0,500.0,5.964,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.032,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,193.75,149.933,103.0,28.529,72.758,52.838,51.304,35.837,46.749,55.702,9.864,65.209,35.837,0.25,0.025,0.0,0.075,58.801,42.361,40.778,30.097,34.319,48.075,8.937,58.801,30.097,0.9,5.964,6.034,5.616,6.258,0.613,7.041,5.07
55.432,39.774,0.168,143.785,0.032,1.0,10.0,500.0,3.701,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.032,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,1.0,178.0,143.785,111.25,18.859,80.95,55.432,52.916,44.862,50.457,56.849,8.277,64.424,44.862,1.364,0.168,0.0,0.289,54.606,39.774,40.377,27.816,33.081,45.426,8.082,54.606,27.816,0.95,3.701,3.7,3.25,4.084,0.529,4.678,2.709
