pos_error_mean,pos_error_std,pos_error_min,pos_error_max,pos_error_num_cat,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,f,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_num_cat_max,pos_error_num_cat_mean,pos_error_num_cat_median,pos_error_num_cat_min,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_std,pos_error_num_cat_whishi,pos_error_num_cat_whislo,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
24.079,38.875,0.05,142.846,128.65,0.051,0.769,1.65,82.5,408.236,1.65,1.65,1.65,1.65,1.65,1.65,0.0,1.65,1.65,0.55,0.051,82.5,82.5,82.5,82.5,82.5,82.5,0.0,82.5,82.5,0.769,186.75,142.846,62.25,30.015,50.532,24.079,22.143,6.689,17.424,30.178,9.907,39.984,6.689,0.25,0.05,0.0,0.1,229,128.65,123.5,50,103.25,152.25,44.252,211,50,58.949,38.875,37.333,12.478,32.377,46.63,11.179,58.949,12.478,408.236,409.618,393.456,424.352,19.386,438.727,368.343
23.724,36.182,0.0,144.9,127.5,0.055,0.779,1.8,90.0,360.746,1.8,1.8,1.8,1.8,1.8,1.8,0.0,1.8,1.8,0.6,0.055,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,0.779,192.0,144.9,45.0,36.794,49.207,23.724,21.884,6.72,16.919,30.872,11.2,49.207,6.72,0.0,0.0,0.0,0.0,230,127.5,131.0,38,86.0,170.75,52.259,230,38,62.863,36.182,35.001,10.569,26.032,46.326,14.248,62.863,10.569,360.746,361.686,349.172,373.966,16.745,387.571,325.869
19.688,33.713,0.038,137.162,96.1,0.057,0.782,1.95,97.5,341.496,1.95,1.95,1.95,1.95,1.95,1.95,0.0,1.95,1.95,0.65,0.057,97.5,97.5,97.5,97.5,97.5,97.5,0.0,97.5,97.5,0.782,193.0,137.162,25.5,42.324,42.133,19.688,17.139,4.743,11.62,29.744,10.243,42.133,4.743,0.25,0.038,0.0,0.089,188,96.1,92.5,34,69.0,112.5,37.75,153,34,60.983,33.713,33.047,4.642,23.202,47.599,15.264,60.983,4.642,341.496,339.989,334.079,347.014,11.833,359.768,327.639
20.43,32.978,0.0,137.35,117.45,0.062,0.766,2.1,105.0,317.078,2.1,2.1,2.1,2.1,2.1,2.1,0.0,2.1,2.1,0.7,0.062,105.0,105.0,105.0,105.0,105.0,105.0,0.0,105.0,105.0,0.766,196.75,137.35,35.5,41.272,45.959,20.43,14.383,6.238,10.962,32.459,11.509,45.959,6.238,0.0,0.0,0.0,0.0,259,117.45,106.5,51,80.0,147.25,49.793,200,51,55.356,32.978,30.982,6.688,24.653,45.774,13.112,55.356,6.688,317.078,319.657,303.877,326.073,14.785,344.811,294.065
24.685,38.631,0.0,147.338,123.25,0.059,0.755,2.25,112.5,296.787,2.25,2.25,2.25,2.25,2.25,2.25,0.0,2.25,2.25,0.75,0.059,112.5,112.5,112.5,112.5,112.5,112.5,0.0,112.5,112.5,0.755,189.0,147.338,13.0,37.279,54.326,24.685,24.692,3.192,13.972,31.849,13.173,54.326,3.192,0.0,0.0,0.0,0.0,291,123.25,101.5,13,87.0,148.25,72.712,232,13,59.618,38.631,39.283,2.725,31.004,46.308,12.841,59.618,23.386,296.787,296.015,290.735,302.071,9.797,317.635,277.942
22.217,35.342,0.0,147.15,124.15,0.058,0.722,2.4,120.0,277.574,2.4,2.4,2.4,2.4,2.4,2.4,0.0,2.4,2.4,0.8,0.058,120.0,120.0,120.0,120.0,120.0,120.0,0.0,120.0,120.0,0.722,197.5,147.15,80.0,31.451,45.734,22.217,16.419,7.544,12.615,32.765,12.028,45.734,7.544,0.0,0.0,0.0,0.0,233,124.15,107.5,69,94.75,147.75,45.547,224,69,70.013,35.342,32.683,14.582,22.652,43.864,15.153,70.013,14.582,277.574,276.45,270.448,282.789,9.629,300.177,260.71
16.159,27.893,0.012,131.138,98.15,0.061,0.749,2.55,127.5,260.281,2.55,2.55,2.55,2.55,2.55,2.55,0.0,2.55,2.55,0.85,0.061,127.5,127.5,127.5,127.5,127.5,127.5,0.0,127.5,127.5,0.749,187.25,131.138,22.75,41.328,69.491,16.159,11.397,3.656,9.931,14.661,14.228,19.335,3.656,0.25,0.012,0.0,0.054,284,98.15,77.5,11,66.75,116.5,56.594,169,11,62.699,27.893,25.75,3.629,21.204,30.351,13.788,38.415,9.762,260.281,260.074,255.177,265.188,10.199,270.665,242.341
17.593,31.811,0.0,137.125,90.2,0.059,0.741,2.7,135.0,243.535,2.7,2.7,2.7,2.7,2.7,2.7,0.0,2.7,2.7,0.9,0.059,135.0,135.0,135.0,135.0,135.0,135.0,0.0,135.0,135.0,0.741,196.5,137.125,46.0,37.306,34.968,17.593,15.247,3.43,9.55,25.659,9.53,34.968,3.43,0.0,0.0,0.0,0.0,214,90.2,76.5,3,48.5,121.0,56.244,214,3,63.363,31.811,32.687,7.89,26.244,38.597,12.54,49.138,7.89,243.535,243.879,236.811,249.644,10.557,265.997,223.716
13.175,23.686,0.0,119.668,75.3,0.064,0.788,2.85,142.5,228.273,2.85,2.85,2.85,2.85,2.85,2.85,0.0,2.85,2.85,0.95,0.064,142.5,142.5,142.5,142.5,142.5,142.5,0.0,142.5,142.5,0.788,194.75,119.668,34.0,44.395,38.486,13.175,9.92,3.983,5.498,17.313,9.715,32.103,3.983,0.0,0.0,0.0,0.0,229,75.3,54.0,17,27.5,110.0,59.455,229,17,42.166,23.686,20.552,6.709,14.507,35.952,11.326,42.166,6.709,228.273,227.886,222.505,233.372,9.904,246.558,213.85
14.526,27.476,0.139,130.625,78.7,0.06,0.73,3.0,150.0,213.22,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,0.06,150.0,150.0,150.0,150.0,150.0,150.0,0.0,150.0,150.0,0.73,177.25,130.625,24.75,39.181,50.99,14.526,10.054,4.519,8.552,16.341,11.265,26.761,4.519,0.25,0.139,0.0,0.116,344,78.7,57.0,19,40.0,91.5,69.603,137,19,55.487,27.476,26.012,5.671,19.426,32.682,11.643,48.188,5.671,213.22,210.512,204.92,215.965,13.622,223.704,199.726
