pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity,activity_false_negatives_num_max,activity_false_negatives_num_mean,activity_false_negatives_num_median,activity_false_negatives_num_min,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_std,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,activity_false_positives_num_max,activity_false_positives_num_mean,activity_false_positives_num_median,activity_false_positives_num_min,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_std,activity_false_positives_num_whishi,activity_false_positives_num_whislo,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_std,ignored_field_connections_ratio_mean,ignored_field_connections_ratio_median,ignored_field_connections_ratio_q1,ignored_field_connections_ratio_q3,ignored_field_connections_ratio_std,ignored_field_connections_ratio_whishi,ignored_field_connections_ratio_whislo,max_field_sizes,mean_field_activity_max,mean_field_activity_mean,mean_field_activity_median,mean_field_activity_min,mean_field_activity_q1,mean_field_activity_q3,mean_field_activity_std,mean_field_activity_whishi,mean_field_activity_whislo,num_fields_active_mean,num_fields_active_std,num_fields_total_mean,num_fields_total_std,perc_correct_fields_max,perc_correct_fields_mean,perc_correct_fields_median,perc_correct_fields_min,perc_correct_fields_q1,perc_correct_fields_q3,perc_correct_fields_std,perc_correct_fields_whishi,perc_correct_fields_whislo,perc_unique_field_combinations_max,perc_unique_field_combinations_mean,perc_unique_field_combinations_median,perc_unique_field_combinations_min,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_std,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo,pos_error_max_mean,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_mean,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
4.957,17.756,0.0,138.55,0.025,0.987,0.0,17.118,17.118,80.819,855.9,855.9,11092.55,0.0,0.982,200.59,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11126,11092.55,11090.0,11067,11079.75,11108.0,16.735,11126,11067,80.819,0.026,17.118,0.34,17.118,0.34,0.0,0.0,0.0,0.0,0.0,0,0,81,0.026,0.025,0.025,0.025,0.025,0.026,0.0,0.026,0.025,855.9,16.985,855.9,16.985,0.993,0.987,0.988,0.967,0.986,0.99,0.006,0.993,0.981,0.995,0.982,0.982,0.965,0.979,0.988,0.007,0.995,0.972,138.55,19.825,4.957,4.597,1.405,3.13,5.829,3.71,6.248,1.405,0.0,40.334,17.756,18.033,6.804,14.757,19.368,6.949,24.346,10.571,200.59,200.611,200.446,200.688,0.212,200.885,200.173
5.419,18.357,0.0,138.188,0.025,0.987,0.0,17.301,17.301,81.813,865.05,865.05,10988.9,0.0,0.983,203.065,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11014,10988.9,10990.5,10947,10977.0,11002.0,17.575,11014,10947,81.813,0.025,17.301,0.32,17.301,0.32,0.0,0.0,0.0,0.0,0.0,0,0,82,0.026,0.025,0.025,0.025,0.025,0.026,0.0,0.026,0.025,865.05,16.014,865.05,16.014,0.993,0.987,0.986,0.979,0.984,0.989,0.004,0.993,0.979,0.992,0.983,0.982,0.972,0.979,0.988,0.006,0.992,0.972,138.188,15.545,5.419,3.949,1.432,2.824,6.809,3.73,11.1,1.432,0.0,35.707,18.357,17.064,6.87,14.103,22.656,6.889,26.367,6.87,203.065,203.109,202.914,203.164,0.222,203.495,202.606
4.181,14.637,0.0,118.688,0.025,0.987,0.0,17.687,17.687,82.808,884.35,884.35,10877.55,0.0,0.984,205.549,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10917,10877.55,10877.0,10840,10863.0,10893.25,19.919,10917,10840,82.808,0.016,17.687,0.332,17.687,0.332,0.0,0.0,0.0,0.0,0.0,0,0,83,0.026,0.025,0.025,0.025,0.025,0.026,0.0,0.026,0.025,884.35,16.59,884.35,16.59,0.992,0.987,0.987,0.982,0.985,0.99,0.003,0.992,0.982,1.0,0.984,0.985,0.968,0.979,0.989,0.008,1.0,0.968,118.688,11.58,4.181,3.459,1.257,2.327,5.635,2.437,7.559,1.257,0.0,26.954,14.637,13.373,3.239,10.506,19.04,6.202,26.954,3.239,205.549,205.5,205.41,205.666,0.198,205.911,205.215
4.553,17.528,0.0,136.25,0.025,0.987,0.0,17.715,17.715,83.806,885.75,885.75,10772.8,0.0,0.984,207.999,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10810,10772.8,10771.0,10729,10754.75,10788.75,21.699,10810,10729,83.806,0.019,17.715,0.321,17.715,0.321,0.0,0.0,0.0,0.0,0.0,0,0,84,0.026,0.025,0.025,0.025,0.025,0.025,0.0,0.026,0.025,885.75,16.071,885.75,16.071,0.992,0.987,0.987,0.98,0.985,0.989,0.003,0.992,0.98,0.992,0.984,0.984,0.972,0.979,0.988,0.006,0.992,0.972,136.25,10.176,4.553,4.63,1.836,2.934,5.483,2.018,7.338,1.836,0.0,31.0,17.528,18.23,8.958,11.584,20.8,6.228,31.0,8.958,207.999,208.045,207.862,208.127,0.222,208.436,207.526
5.195,18.475,0.0,131.875,0.025,0.987,0.0,17.878,17.878,84.808,893.9,893.9,10665.95,0.0,0.984,210.459,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10692,10665.95,10667.0,10609,10659.5,10678.25,17.744,10692,10642,84.808,0.02,17.878,0.271,17.878,0.271,0.0,0.0,0.0,0.0,0.0,0,0,85,0.026,0.025,0.025,0.025,0.025,0.025,0.0,0.025,0.025,893.9,13.572,893.9,13.572,0.995,0.987,0.986,0.982,0.984,0.988,0.003,0.99,0.982,0.998,0.984,0.984,0.975,0.98,0.988,0.006,0.998,0.975,131.875,17.669,5.195,3.934,0.91,2.677,7.028,3.775,10.076,0.91,0.0,37.294,18.475,15.844,1.092,12.76,25.804,9.325,37.294,1.092,210.459,210.446,210.329,210.626,0.249,210.906,210.048
6.983,20.725,0.0,143.375,0.025,0.989,0.0,18.174,18.174,85.807,908.7,908.7,10549.45,0.0,0.985,212.878,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10592,10549.45,10545.0,10497,10533.5,10568.25,24.398,10592,10497,85.807,0.017,18.174,0.43,18.174,0.43,0.0,0.0,0.0,0.0,0.0,0,0,86,0.026,0.025,0.025,0.025,0.025,0.025,0.0,0.026,0.025,908.7,21.494,908.7,21.494,0.995,0.989,0.989,0.982,0.987,0.99,0.003,0.993,0.983,0.998,0.985,0.985,0.97,0.982,0.988,0.006,0.992,0.978,143.375,27.255,6.983,5.175,1.791,3.138,8.795,5.689,13.686,1.791,0.0,45.251,20.725,17.801,10.083,14.352,25.59,9.238,34.038,10.083,212.878,212.904,212.732,213.002,0.239,213.147,212.44
4.601,15.663,0.0,123.75,0.025,0.987,0.0,18.579,18.579,86.796,928.95,928.95,10432.3,0.0,0.987,215.45,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10474,10432.3,10431.5,10397,10424.75,10442.0,19.105,10467,10400,86.796,0.025,18.579,0.299,18.579,0.299,0.0,0.0,0.0,0.0,0.0,0,0,87,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.025,0.025,928.95,14.975,928.95,14.975,0.992,0.987,0.987,0.981,0.986,0.989,0.003,0.992,0.982,0.995,0.987,0.988,0.978,0.982,0.992,0.005,0.995,0.978,123.75,17.616,4.601,3.656,0.951,2.181,5.446,3.645,9.879,0.951,0.0,30.347,15.663,14.304,1.959,10.669,21.008,7.19,30.347,1.959,215.45,215.462,215.318,215.541,0.252,215.724,215.1
7.35,20.572,0.0,132.05,0.025,0.987,0.0,18.546,18.546,87.81,927.3,927.3,10331.3,0.0,0.987,217.802,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10370,10331.3,10339.0,10267,10321.0,10348.5,26.075,10370,10286,87.81,0.019,18.546,0.407,18.546,0.407,0.0,0.0,0.0,0.0,0.0,0,0,88,0.025,0.025,0.025,0.024,0.025,0.025,0.0,0.025,0.024,927.3,20.337,927.3,20.337,0.995,0.987,0.987,0.98,0.984,0.989,0.004,0.995,0.98,0.995,0.987,0.989,0.978,0.982,0.991,0.005,0.995,0.978,132.05,16.804,7.35,5.516,1.413,3.244,11.126,4.866,16.804,1.413,0.0,40.61,20.572,18.144,6.724,13.082,25.683,9.594,40.61,6.724,217.802,217.831,217.613,217.945,0.231,218.272,217.395
4.657,16.544,0.0,128.375,0.025,0.987,0.0,18.972,18.972,88.808,948.6,948.6,10218.85,0.0,0.988,220.37,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10248,10218.85,10222.0,10174,10208.0,10232.0,19.696,10248,10174,88.808,0.027,18.972,0.372,18.972,0.372,0.0,0.0,0.0,0.0,0.0,0,0,89,0.026,0.025,0.025,0.024,0.025,0.025,0.0,0.025,0.025,948.6,18.61,948.6,18.61,0.994,0.987,0.987,0.982,0.985,0.989,0.003,0.99,0.982,0.995,0.988,0.989,0.98,0.984,0.99,0.004,0.995,0.98,128.375,9.072,4.657,4.458,1.51,2.706,5.53,2.222,9.072,1.51,0.0,30.093,16.544,14.922,4.412,13.945,19.395,5.726,24.073,10.304,220.37,220.319,220.265,220.57,0.231,220.789,220.112
11.934,30.687,0.0,153.312,0.025,0.988,0.0,19.145,19.145,89.802,957.25,957.25,10111.5,0.0,0.99,222.844,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10160,10111.5,10111.0,10067,10097.75,10131.0,26.269,10160,10067,89.802,0.019,19.145,0.439,19.145,0.439,0.0,0.0,0.0,0.0,0.0,0,0,90,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.025,0.025,957.25,21.972,957.25,21.972,0.997,0.988,0.987,0.982,0.985,0.991,0.004,0.997,0.982,0.998,0.99,0.991,0.98,0.988,0.993,0.005,0.998,0.98,153.312,27.799,11.934,9.805,3.902,6.786,13.862,7.372,23.364,3.902,0.0,52.423,30.687,27.784,15.819,22.36,34.368,10.648,49.444,15.819,222.844,222.844,222.674,222.981,0.24,223.236,222.412
7.978,22.843,0.0,138.225,0.025,0.987,0.0,19.206,19.206,90.804,960.3,960.3,10013.85,0.0,0.988,225.408,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10068,10013.85,10012.5,9980,9999.0,10026.75,20.706,10068,9980,90.804,0.017,19.206,0.248,19.206,0.248,0.0,0.0,0.0,0.0,0.0,0,0,91,0.025,0.025,0.025,0.024,0.025,0.025,0.0,0.025,0.024,960.3,12.418,960.3,12.418,0.994,0.987,0.987,0.976,0.984,0.99,0.005,0.994,0.976,0.995,0.988,0.99,0.978,0.985,0.992,0.005,0.995,0.978,138.225,27.11,7.978,6.49,2.42,4.038,10.495,5.552,14.693,2.42,0.0,49.108,22.843,22.565,13.372,17.76,25.28,8.136,34.157,13.372,225.408,225.407,225.328,225.579,0.233,225.787,224.978
6.681,20.695,0.0,137.75,0.025,0.987,0.0,19.613,19.613,91.797,980.65,980.65,9889.75,0.0,0.989,227.845,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9915,9889.75,9888.5,9851,9878.0,9905.25,17.038,9915,9851,91.797,0.021,19.613,0.318,19.613,0.318,0.0,0.0,0.0,0.0,0.0,0,0,92,0.025,0.025,0.025,0.024,0.025,0.025,0.0,0.025,0.024,980.65,15.888,980.65,15.888,0.992,0.987,0.988,0.979,0.985,0.989,0.003,0.992,0.983,1.0,0.989,0.99,0.975,0.984,0.993,0.007,1.0,0.975,137.75,13.439,6.681,5.728,2.348,3.256,10.266,3.873,13.439,2.348,0.0,37.656,20.695,21.047,9.547,11.95,25.78,8.755,37.656,9.547,227.845,227.876,227.724,227.973,0.184,228.131,227.373
10.628,24.69,0.0,136.85,0.025,0.986,0.0,19.641,19.641,92.802,982.05,982.05,9788.15,0.0,0.99,230.28,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9828,9788.15,9790.0,9760,9772.0,9803.5,20.57,9828,9760,92.802,0.019,19.641,0.291,19.641,0.291,0.0,0.0,0.0,0.0,0.0,0,0,93,0.025,0.025,0.025,0.024,0.025,0.025,0.0,0.025,0.024,982.05,14.534,982.05,14.534,0.993,0.986,0.986,0.98,0.984,0.988,0.003,0.993,0.98,0.998,0.99,0.992,0.982,0.985,0.995,0.005,0.998,0.982,136.85,31.21,10.628,7.325,1.925,5.856,12.109,8.435,14.764,1.925,0.0,44.26,24.69,22.603,6.988,19.003,30.661,9.439,44.26,6.988,230.28,230.32,230.191,230.388,0.158,230.511,229.921
8.355,22.797,0.0,144.112,0.024,0.987,0.0,19.999,19.999,93.795,999.95,999.95,9666.2,0.0,0.99,232.782,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9729,9666.2,9667.0,9612,9647.0,9684.0,26.336,9729,9612,93.795,0.024,19.999,0.443,19.999,0.443,0.0,0.0,0.0,0.0,0.0,0,0,94,0.025,0.024,0.024,0.024,0.024,0.025,0.0,0.025,0.024,999.95,22.144,999.95,22.144,0.992,0.987,0.988,0.978,0.985,0.99,0.003,0.992,0.978,1.0,0.99,0.99,0.98,0.988,0.995,0.005,1.0,0.98,144.112,20.171,8.355,6.399,1.888,4.913,10.028,4.936,16.779,1.888,0.0,35.754,22.797,22.433,6.204,18.629,27.055,7.763,35.754,6.204,232.782,232.801,232.548,232.941,0.213,233.184,232.472
10.642,25.687,0.0,149.512,0.024,0.987,0.0,20.256,20.256,94.803,1012.8,1012.8,9562.35,0.0,0.991,235.314,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9617,9562.35,9560.0,9497,9546.0,9578.25,28.175,9617,9525,94.803,0.019,20.256,0.464,20.256,0.464,0.0,0.0,0.0,0.0,0.0,0,0,95,0.025,0.024,0.024,0.024,0.024,0.025,0.0,0.025,0.024,1012.8,23.196,1012.8,23.196,0.993,0.987,0.987,0.981,0.985,0.989,0.003,0.993,0.981,1.0,0.991,0.991,0.98,0.989,0.993,0.004,0.995,0.985,149.512,31.061,10.642,8.207,2.045,5.593,15.37,6.931,18.633,2.045,0.0,39.384,25.687,24.352,10.289,20.225,30.916,7.675,39.384,10.289,235.314,235.296,235.186,235.391,0.202,235.699,234.96
9.377,25.336,0.0,146.45,0.024,0.987,0.0,20.652,20.652,95.8,1032.6,1032.6,9444.35,0.0,0.989,237.788,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9499,9444.35,9448.5,9379,9418.5,9463.5,29.374,9499,9379,95.8,0.017,20.652,0.549,20.652,0.549,0.0,0.0,0.0,0.0,0.0,0,0,96,0.025,0.024,0.024,0.024,0.024,0.025,0.0,0.025,0.024,1032.6,27.451,1032.6,27.451,0.993,0.987,0.986,0.98,0.985,0.989,0.003,0.993,0.98,0.995,0.989,0.989,0.982,0.985,0.992,0.004,0.995,0.982,146.45,23.157,9.377,8.919,2.326,6.976,10.942,4.445,16.391,2.326,0.0,40.933,25.336,24.376,9.698,22.509,29.342,6.909,37.033,16.33,237.788,237.806,237.702,237.905,0.194,238.068,237.415
12.158,30.237,0.0,160.612,0.024,0.986,0.0,20.791,20.791,96.799,1039.55,1039.55,9340.2,0.0,0.991,240.273,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9384,9340.2,9341.0,9300,9327.0,9353.75,20.321,9384,9300,96.799,0.024,20.791,0.382,20.791,0.382,0.0,0.0,0.0,0.0,0.0,0,0,97,0.025,0.024,0.024,0.024,0.024,0.025,0.0,0.025,0.024,1039.55,19.088,1039.55,19.088,0.995,0.986,0.986,0.975,0.984,0.989,0.004,0.995,0.981,0.998,0.991,0.991,0.982,0.988,0.995,0.004,0.998,0.982,160.612,25.367,12.158,11.218,5.51,8.896,15.364,5.014,20.86,5.51,0.0,45.826,30.237,29.292,18.206,26.381,34.678,6.417,45.826,18.206,240.273,240.303,240.086,240.461,0.223,240.633,239.873
13.133,29.522,0.0,150.525,0.024,0.987,0.0,21.068,21.068,97.796,1053.4,1053.4,9229.5,0.0,0.992,242.734,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9257,9229.5,9228.5,9193,9218.25,9242.5,18.012,9257,9193,97.796,0.021,21.068,0.394,21.068,0.394,0.0,0.0,0.0,0.0,0.0,0,0,98,0.025,0.024,0.024,0.024,0.024,0.024,0.0,0.025,0.024,1053.4,19.683,1053.4,19.683,0.992,0.987,0.986,0.982,0.985,0.989,0.003,0.992,0.982,1.0,0.992,0.992,0.98,0.99,0.995,0.004,1.0,0.985,150.525,36.273,13.133,10.712,4.365,9.156,14.32,7.186,21.965,4.365,0.0,46.866,29.522,28.574,15.381,23.704,33.643,8.36,46.866,15.381,242.734,242.753,242.623,242.874,0.185,243.004,242.294
10.844,28.487,0.0,155.5,0.024,0.986,0.0,21.368,21.368,98.794,1068.4,1068.4,9119.35,0.0,0.992,245.238,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9160,9119.35,9118.5,9073,9104.0,9138.0,22.696,9160,9073,98.794,0.02,21.368,0.284,21.368,0.284,0.0,0.0,0.0,0.0,0.0,0,0,99,0.025,0.024,0.024,0.024,0.024,0.024,0.0,0.024,0.024,1068.4,14.204,1068.4,14.204,0.992,0.986,0.985,0.981,0.984,0.988,0.003,0.992,0.981,0.998,0.992,0.992,0.985,0.99,0.995,0.003,0.998,0.985,155.5,24.939,10.844,10.114,3.057,7.874,12.314,5.142,17.903,3.057,0.0,41.903,28.487,27.991,10.9,26.797,31.26,7.227,36.699,22.36,245.238,245.265,245.16,245.341,0.131,245.449,244.898
14.282,31.992,0.0,163.625,0.024,0.986,0.0,21.533,21.533,99.795,1076.65,1076.65,9013.35,0.0,0.992,247.662,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9050,9013.35,9012.0,8955,8999.5,9031.0,23.12,9050,8955,99.795,0.02,21.533,0.377,21.533,0.377,0.0,0.0,0.0,0.0,0.0,0,0,100,0.025,0.024,0.024,0.024,0.024,0.024,0.0,0.025,0.024,1076.65,18.874,1076.65,18.874,0.992,0.986,0.986,0.98,0.984,0.987,0.003,0.992,0.98,0.998,0.992,0.992,0.988,0.99,0.995,0.003,0.998,0.988,163.625,37.686,14.282,12.521,5.231,9.258,17.732,7.83,26.239,5.231,0.0,54.551,31.992,30.604,16.858,27.233,37.86,8.629,43.856,16.858,247.662,247.674,247.505,247.865,0.268,248.088,246.994
