pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
2.261,9.433,0.0,86.45,0.01,0.247,0.76,6.48,6.48,50.353,324,324,447,1522,0.79,29.767
1.787,9.787,0.0,127.8,0.011,0.217,0.759,6.54,6.54,50.341,327,327,345,1219,0.745,30.809
0.992,0.986,0.0,6.5,0.011,0.222,0.76,6.22,6.22,50.289,311,311,494,1265,0.785,32.187
2.102,11.554,0.0,147.75,0.01,0.23,0.762,6.36,6.36,50.409,318,318,475,1406,0.785,30.487
0.786,0.696,0.0,4.5,0.011,0.241,0.759,6.46,6.46,50.276,323,323,405,1345,0.795,30.933
0.934,0.986,0.0,6.75,0.011,0.267,0.761,6.3,6.3,50.297,315,315,535,1191,0.76,33.283
0.922,1.048,0.0,7.0,0.01,0.2,0.757,6.4,6.4,50.302,320,320,388,1421,0.795,29.766
0.815,0.884,0.0,5.75,0.011,0.216,0.759,6.4,6.4,50.359,320,320,373,1263,0.775,30.846
0.887,0.871,0.0,9.0,0.011,0.23,0.759,6.26,6.26,50.439,313,313,376,1252,0.752,31.212
1.218,7.79,0.0,155.0,0.011,0.219,0.761,6.58,6.58,50.499,329,329,309,1279,0.765,30.857
0.962,3.405,0.0,48.0,0.01,0.206,0.76,6.52,6.52,50.384,326,326,302,1335,0.787,30.025
0.874,0.852,0.0,5.5,0.011,0.239,0.76,6.28,6.28,50.488,314,314,351,1165,0.757,32.767
1.211,7.027,0.0,140.0,0.012,0.26,0.759,6.24,6.24,50.428,312,312,432,971,0.77,34.3
0.87,1.001,0.0,8.5,0.012,0.278,0.76,6.04,6.04,50.424,302,302,438,904,0.762,33.942
0.867,0.906,0.0,6.0,0.011,0.253,0.761,6.32,6.32,50.265,316,316,474,1180,0.775,32.5
0.814,0.749,0.0,4.0,0.01,0.199,0.761,6.52,6.52,50.484,326,326,367,1340,0.792,30.604
0.816,0.721,0.0,4.25,0.01,0.191,0.758,6.4,6.4,50.442,320,320,327,1454,0.795,29.875
0.941,0.977,0.0,9.5,0.011,0.204,0.759,6.36,6.36,50.323,318,318,394,1215,0.805,31.429
3.404,19.56,0.0,175.5,0.011,0.227,0.76,6.34,6.34,50.45,317,317,453,1288,0.79,31.616
0.822,0.86,0.0,5.25,0.01,0.236,0.762,6.28,6.28,50.448,314,314,424,1287,0.802,30.599
1.061,1.171,0.0,7.25,0.011,0.235,0.762,6.3,6.3,50.398,315,315,462,1253,0.762,31.527
0.897,0.767,0.0,4.0,0.011,0.25,0.759,6.32,6.32,50.39,316,316,566,1266,0.79,32.919
1.244,4.102,0.0,57.75,0.011,0.241,0.76,6.4,6.4,50.374,320,320,601,1285,0.802,32.991
0.76,0.726,0.0,4.25,0.01,0.179,0.761,6.7,6.7,50.419,335,335,267,1481,0.815,28.687
0.866,0.857,0.0,5.0,0.011,0.208,0.76,6.34,6.34,50.381,317,317,391,1218,0.787,31.662
1.411,6.036,0.0,61.417,0.011,0.233,0.76,6.36,6.36,50.286,318,318,444,1235,0.777,32.367
0.87,1.037,0.0,14.075,0.011,0.222,0.76,6.58,6.58,50.445,329,329,374,1318,0.807,31.179
0.866,1.121,0.0,9.25,0.011,0.215,0.759,6.24,6.24,50.444,312,312,413,1182,0.777,31.135
1.213,2.91,0.0,24.0,0.011,0.187,0.76,6.62,6.62,50.369,331,331,381,1308,0.782,30.741
0.803,0.831,0.0,6.5,0.011,0.187,0.762,6.52,6.52,50.235,326,326,572,1318,0.825,31.492
0.929,1.024,0.0,11.5,0.011,0.224,0.759,6.24,6.24,50.526,312,312,575,1169,0.805,33.447
